
Title;Artist;Album;Year;Genre;Comment;ISRC;Language;AudioLength;FileSize;Crc;FileCreateDate;LastModified;RelativePath;Filename;Extension;Directory;ParentDirectory;Keywords;Mood;Usage;Story;Song;ModeStereo;BPM;Codec;Bitrate;Samplerate;VBR;TagType;CoverDescription;CoverSize;CoverType;CoverMime;CoverHeight;CoverWidth;Lyrics;SrcFix;PlayCounter;Note

Awakening Dreams;Hylst using AI;Modern Classical;2025;modern classical,tribal,song;;;;193;4,46 MB;B193253D;29/04/2025;03/03/2025;;awakening_dreams.mp3;mp3;Selec AI;musique;modern classical,wide dynamic range,subtle electronics,layered textures,polymeter,soft percussion,84bpm,tribal,song;;;;1;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;34190;Front Cover;image/jpeg;512;512;eng||in this space where time drifts slow,##a symphony of dreams can grow.##(with echoes that softly blend)##feel the waves that never end.##in the realms where silence weaves,##a tapestry of sound believes.##(with harmonies that intertwine)##in the night, let your spirit shine.##through the currents of a gentle stream,##we awaken the heart, ignite the dream.##(in the silence, let the echoes blend)##(breathing deep where the starlight bends)##through the fabric of the stars we roam,##in this haven we call home.##(with whispers of the cosmos near)##feel the pulse, let go of fear.##in the twilight where dreams unspin,##a dance begins, the magic in.##(embrace the sound, feel it pull you near)##(as whispers of the night start to appear)##through layers of the dream we chase,##a journey in this timeless space.##(with melodies that softly weave)##find the heart that won't deceive.##take a breath, let the rhythm start,##our world ignited, alive in art.##(in the quiet, let the rhythm rise)##(notes collide beneath the skies)##through the tapestry of sound we create,##in this moment, we celebrate.##(with echoes that swirl around)##feel the waves, let them astound.##in the shimmer where silence bends,##a journey flows, as the music mends.##(with echoes that pulse through the night)##(as layers unfold in the softest light);ues;,180

Awakening Of The Ancients Ritual;Hylst using AI;Meditation;2025;mystical ambient;;;;159;3,68 MB;22685996;29/04/2025;06/03/2025;;awakening_of_the_ancients_ritual.mp3;mp3;Selec AI;musique;primal ambient,70 bpm,tribal drums,ethereal pads,light chanting,major scale,ancient,ritualistic,elemental spirit dance;;;;0;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;36509;Front Cover;image/jpeg;512;512;;usc;,160

Awakening Of The Titans;Hylst using AI;Alternative Rock;2025;cinematic rock;;;;163;3,78 MB;BCF2A6B9;29/04/2025;06/03/2025;;awakening_of_the_titan.mp3;mp3;Selec AI;musique;cinematic rock,95 bpm,piano,driving guitar,orchestral brass,heavy percussion,minor scale,intense,epic,global power surge;;;;0;Joint Stereo;95;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;44108;Front Cover;image/jpeg;512;512;;uat;,140

Awakening Tension;Hylst using AI;Neo Classical;2025;orchestral,cinematic;;;;161;3,72 MB;ED505931;29/04/2025;03/03/2025;;awakening_tension.mp3;mp3;Selec AI;musique;modern cinematic,90 bpm,orchestral strings,electronic pulses,powerful percussion,e minor chord progression,4/4,large reverb,tense,uplifting;;;;0;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;29930;Front Cover;image/jpeg;512;512;;uh4;,200

Awakening The Earth Ritual;Hylst using AI;Heroic Fantasy RPG ambient;2025;mystical ambient;;;;160;4,91 MB;43CC0D41;29/04/2025;22/04/2025;;awakening_the_earth_ritual.mp3;mp3;Selec AI;musique;primal ambient,70 bpm,tribal drums,ethereal pads,light chanting,major scale,ancient,ritualistic,elemental spirit dance;;;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;41952;Front Cover;image/jpeg;512;512;;usc rem;,230

Azul Dream;Hylst using AI;Azul;2025;relaxed tropical;;;;112;3,46 MB;4F3FF174;29/04/2025;08/04/2025;;azul_dream.mp3;mp3;Selec AI;musique;relaxed tropical,95 bpm,airy synth pads,soft steel drums,gentle guitar,serene and colorful,evokes a peaceful and artistic environment;play,create;azul;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;31674;Front Cover;image/jpeg;512;512;;shg rem;,160

Balade De Pipin;Hylst using AI;Dreamy;2024;dwarven forge ambient;;;;231;6,75 MB;2F25E8AF;29/04/2025;26/03/2025;;balade_de_pipin.mp3;mp3;Selec AI;musique;flute,melody,sweet,medieval,mystical,rpg,tambourin,dreamy,rpg;dreamy;dreamy;;0;Joint Stereo;;MPEG 1 Layer III;243;48000;VBR;ID3v1 ID3v2.3;;42430;Front Cover;image/jpeg;448;448;;s v4;,220

Baroque Elegance In Twilight;Hylst using AI;Baroque;2025;classical,baroque;;;;164;3,78 MB;DA7FDC03;29/04/2025;06/03/2025;;baroque_elegance_in_twilight.mp3;mp3;Selec AI;musique;baroque,harpsichord,violin flourishes,contrapuntal lines,light chamber reverb,elegant vibe,85bpm,song,opera voice;ambient;ambient;;1;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;33294;Front Cover;image/jpeg;512;512;eng||in delicate refrain, where every note's a tear,##we find the beauty lingering, just like the love so near.####[chorus]##swaying with the notes (the notes), let the music sweep you away,##for in this fleeting dance, we lose ourselves in grace.##swaying with the notes (the notes), every heartbeat is a play,##lose yourself in rhythm, become a timeless face.##[verse 1]##in the twilight glow, where shadows softly play,##a melody ignites the stillness of his heart,##with whispers full of dreams, she draws him in each day,##an elegance unfolds, like art upon a chart.##her laughter dances lightly, a sweet and gentle sound,##caressing every moment, where love and hope abound.##[chorus]##swaying with the notes (the notes), let the music sweep you away,##for in this fleeting dance, we lose ourselves in grace.##swaying with the notes (the notes), every heartbeat is a play,##lose yourself in rhythm, become a timeless face.##[verse 2]##through corridors of time, the echoes softly call,##a tapestry of voices, entwined like threads of fate,##as violins remember, they rise and fall in thrall,##each moment truly precious, too fragile to await.##in this embrace of sound, their souls will intertwine,##a bond that transcends time, like vintage, aged fine wine.##[chorus]##swaying with the notes (the notes), let the music sweep you away,##for in this fleeting dance, we lose ourselves in grace.##swaying with the notes (the notes), every heartbeat is a play,##lose yourself in rhythm, become a timeless face.##[verse 3]##as the harpsichord weaves, through intricate display,##each flourish tells a story, of love that won't decay.##with violins in harmony, they rise to clouded heights,##in the dance of souls entwined, we paint our starry nights.##[bridge]##so let the strings enchant, let the harpsichord chime,##in harmony we find, a moment lost in rhyme.##together we'll compose, a sonnet pure and bright,##in this elegant embrace, we find our way to light.##[chorus]##swaying with the notes (the notes), let the music sweep you away,##for in this fleeting dance, we lose ourselves in grace.##swaying with the notes (the notes), every heartbeat is a play,##lose yourself in rhythm, become a timeless face.;umm;,200

Battle Of Minds;Hylst using AI;Chess;2025;classical minimalist;;;;84;2,59 MB;766F144A;29/04/2025;06/04/2025;;battle_of_minds.mp3;mp3;Selec AI;musique;classical minimalist,70 bpm,solo piano,subtle strings,deep cello undertones,reflective and strategic,timeless intellectual duel atmosphere;play,create;chess;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;28241;Front Cover;image/jpeg;512;512;;sgd rem;,160

Blessed Soldiers And Dead Heroes;Hylst using AI;Epic;2025;epic orchestral;;;;164;5,03 MB;48D24263;29/04/2025;22/04/2025;;blessed_soldiers_and_dead_heroes.mp3;mp3;Selec AI;musique;epic orchestral,130 bpm,thunderous drums,bold brass,aggressive strings,intense mythological battle vibe;heroic;rpg,courage,imagination;;0;Stereo;130;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;38685;Front Cover;image/jpeg;512;512;;ued rem;,220

Blood Moon Ritual;Hylst using AI;Dark Fantasy Rpg Ambient;2025;dark choir,esoteric ambient;;;;240;7,35 MB;BB24382F;29/04/2025;29/04/2025;;blood_moon_ritual.mp3;mp3;Selec AI;musique;dark choir,orchestral ambient,divine,esoteric,heavy percussion,epic,haunting;divine,dark,mystical;rpg,ambient,play,create;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;23789;Front Cover;image/jpeg;512;512;;s  rem;,180

Blues-inflected Jazz;Hylst using AI;Jazz (modern, Smooth, Acid, New Orleans, Be-bop, Hard-bop);2025;blues-inflected jazz;;;;101;3,12 MB;3440065B;29/04/2025;19/04/2025;;blues-inflected_jazz.mp3;mp3;Selec AI;musique;blues-inflected jazz,95 bpm,soulful piano,muted trumpet,subtle rhythm,contemplative mood,clever wordplay ambience;calm,playful,mindful,soft,contemplative;focus,work,think,dance,lounge;;0;Stereo;95;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;36995;Front Cover;image/jpeg;512;512;;sat rem;,150

Bluff Beat;Hylst using AI;Coup;2025;dark urban electronic;;;;95;2,94 MB;DC7CF831;29/04/2025;19/04/2025;;bluff_beat.mp3;mp3;Selec AI;musique;dark urban electronic,98 bpm,rhythmic synths,subtle bassline,snappy percussion,edgy and ironic,evokes quick strategic moves;mindful,focus;work,think,strategy;;0;Stereo;98;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;36487;Front Cover;image/jpeg;512;512;;sat rem;,160

Brewmasters' Dance;Hylst using AI;Irish Folk;2025;irish folk;;;;164;3,81 MB;04234122;29/04/2025;27/03/2025;;brewmasters_dance.mp3;mp3;Selec AI;musique;irish folk,upbeat folk,120 bpm,brisk fiddle,percussive hand claps,bluegrass,acoustic,energetic and mischievous,warm,complex,captures the essence of competitive brewing;festive;brewing,traditions,dance;;0;Stereo;120;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;64605;Front Cover;image/jpeg;512;512;;uc3;,160

Café Paradise;Hylst using AI;Modern And Trendy Brunch;2025;neo-soul;;;;160;4,93 MB;69181698;29/04/2025;19/04/2025;;cafe_paradise.mp3;mp3;Selec AI;musique;neo-soul,buttery electric guitar,warm keyboard harmonies,soft vocal layers,relaxed and intimate;cosy,elegant,positive;dinner,lounge;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;44258;Front Cover;image/jpeg;512;512;;sed rem;,150

Canvas Of Dreams;Hylst using AI;Pop Rock;2025;pop rock,uplifting acoustic;;;;164;5,04 MB;B9700F5B;29/04/2025;22/04/2025;;canvas_of_dreams.mp3;mp3;Selec AI;musique;pop rock,uplifting acoustic,woman vocal,88 bpm,bright guitar strum,light percussion,subtle piano,sentimental;cool;uplifting,dream;;1;Stereo;88;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;46815;Front Cover;image/jpeg;512;512;;us2 rem;,200

Capital Crescendo;Hylst using AI;Monopoly;2025;upbeat orchestral jazz;;;;46;1,45 MB;523BE03E;29/04/2025;22/04/2025;;capital_crescendo.mp3;mp3;Selec AI;musique;upbeat orchestral jazz,115 bpm,vibrant brass,lively strings,rhythmic percussion,evokes urban competition and high-stakes deals;enthousiast,elegant;monopoly,game,casino,dinner;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;38722;Front Cover;image/jpeg;512;512;;smm rem;,180

Celestial Horizons;Hylst using AI;Futurist;2025;cosmic orchestral,electronic;;;;241;7,39 MB;87C21DB8;29/04/2025;22/04/2025;;celestial_horizons.mp3;mp3;Selec AI;musique;cosmic orchestral,electronic,88bpm,strings,brass,ambientchoir,light percussions,majorscale,epic,celestial,atmospheric,ethereal,future,;optimist,future;sci fi,game,ambient,rpg;;0;Stereo;88;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;38961;Front Cover;image/jpeg;512;512;;ued rem;,200

Chasing Horizons;Hylst using AI;Cinematic, Soundtrack;2025;aventure soundtrack;;;;293;6,75 MB;FF463A16;29/04/2025;03/03/2025;;chasing_horizons.mp3;mp3;Selec AI;musique;adventure soundtrack,88 bpm,orchestral strings,brass hits,driving percussion,minor scale,triumphant,dramatic;cinematic, soundtrack;cinematic, soundtrack;;0;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;38018;Front Cover;image/jpeg;512;512;;ued;,200

Chasing The Horizon;Hylst using AI;Aventurous;2025;swashbuckling orchestral;;;;283;8,65 MB;53AC3DBE;29/04/2025;22/04/2025;;chasing_the_horizon.mp3;mp3;Selec AI;musique;swashbuckling orchestral,ocean noise,cris de mouettes,100 bpm,staccato strings,brass accents,rolling snare,d minor chord progression,4/4,medium reverb,adventurous,spirited,high seas swashbuckler;aventurous;gaming,reading,drawing;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;27927;Front Cover;image/jpeg;512;512;;ugs rem;,210

Chasing The Night;Hylst using AI;Synthwave;2025;synthwave;;;;163;3,78 MB;9B0FF3D7;29/04/2025;10/03/2025;;chasing_the_night.mp3;mp3;Selec AI;musique;synthwave,lush pads,driving bass,vintage drum loop,arpeggiated synths,spacious reverb,nostalgic,100bpm;chill;upbeat;;1;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;44275;Front Cover;image/jpeg;512;512;eng||##no matter what they say##this rhythm's deep inside, i’ll ride, ride##oh tell me how to chase this feeling##suddenly i'm alive, oh i##in the distance, the night drives on##with every pulse, my fears are gone##feeling high, it’s my time to shine##in this moment, the world is mine##[verse 1]##cruisin' through this neon night##rolling with the stars shining bright, and i feel##every heartbeat takes me higher##got my dreams set on the horizon##in the glow of this electric view, oh, you know##i’m searching for my fire##[chorus]##no matter what they say##this rhythm's deep inside, i’ll ride, ride##oh tell me how to chase this feeling##suddenly i'm alive, oh i##[verse 2]##thought i lost my spark##since the shadows stole my light##but now the beats are driving me##i got no limits, i can fly##oh, the colors explode in my mind##i'm feeling so alive##[chorus]##no matter what they say##this rhythm's deep inside, i’ll ride, ride##oh tell me how to chase this feeling##suddenly i'm alive, oh i##[bridge]##drifting past the city glow##i let go of all my doubts, oh, and now##feel the energy in my veins##i’m ready for the night to change##[chorus]##no matter what they say##this rhythm's deep inside, i’ll ride, ride##oh tell me how to chase this feeling##suddenly i'm alive, oh i;ued;,170

Checkmate Cadence;Hylst using AI;Chess;2025;orchestral chamber;;;;240;7,36 MB;0DB42513;29/04/2025;06/04/2025;;checkmate_cadence.mp3;mp3;Selec AI;musique;orchestral chamber,72 bpm,elegant piano,delicate violin,soft percussion,calm and strategic,evokes tension and thoughtful competition;play,create;chess;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;35077;Front Cover;image/jpeg;512;512;;sgd rem;,160

Cheerful Life;Hylst using AI;Pop Rock;2025;pop rock;;;;131;3,05 MB;64B6D551;29/04/2025;03/04/2025;;cheerful_life.mp3;mp3;Selec AI;musique;pop rock,male vocalist,rock,melodic,uplifting,optimistic,piano rock,instrumental,cheerful acoustic,97 bpm,rhythmic strumming,upbeat percussion,subtle harmonica,dynamic exploration and creative building,warm vibe;cool;soft;;0;Stereo;97;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;51272;Front Cover;image/jpeg;512;512;;usc;,150

Cheerful Peaceful Acoustics;Hylst using AI;Melancolic, Sad;2025;cheerful acoustic;;;;229;7,02 MB;95AAB8DD;29/04/2025;22/04/2025;;cheerful_peaceful_acoustics.mp3;mp3;Selec AI;musique;cheerful acoustic,97 bpm,rhythmic strumming,upbeat percussion,subtle harmonica,dynamic exploration and creative building,warm vibe;cheerful;relax,chill;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;41045;Front Cover;image/jpeg;512;512;;usc rem;,150

Chic & Fresh;Hylst using AI;Modern And Trendy Brunch;2025;soft jazz,lounge chill;;;;218;6,27 MB;3EBDC7CB;29/04/2025;16/03/2025;;chic_n_fresh.mp3;mp3;Selec AI;musique;lounge chill,soft jazz guitar,smooth percussion,silky pads,warm bassline,elegant and refreshing;cosy,elegant,positive;dinner,lounge;;0;Joint Stereo;;MPEG 1 Layer III;239;48000;VBR;ID3v1 ID3v2.3;;40528;Front Cover;image/jpeg;512;512;;sed rem;,150

Cinematic Dreams;Hylst using AI;Aventurous;2025;cinematic ambient;;;;164;3,78 MB;E21EB49A;29/04/2025;15/03/2025;;cinematic_dreams.mp3;mp3;Selec AI;musique;soundtrack fusion,92 bpm,strings,electronic pulses,soft percussion,major scale,progressive,stirring,limitless adaptation,hero system;aventurous;gaming,reading,drawing;;0;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;31789;Front Cover;image/jpeg;512;512;;us2;,190

City Clash;Hylst using AI;Surf Rock;2025;urban rock;;;;160;3,69 MB;97D60DFE;29/04/2025;06/03/2025;;city_clash.mp3;mp3;Selec AI;musique;urban rock,95 bpm,electric guitar,heavy drums,bass grooves,major scale,gritty,intense,downtown brawl beat,feng shui;;;;0;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;35848;Front Cover;image/jpeg;512;512;;umm;,180

Cityscape Serenade;Hylst using AI;Monopoly;2025;cool jazz fusion;;;;118;3,52 MB;1922D560;29/04/2025;14/03/2025;;cityscape_serenade.mp3;mp3;Selec AI;musique;cool jazz fusion,110 bpm,mellow electric piano,light percussion,warm bass,smooth urban textures,evokes boardroom tension and playful scheming;enthousiast,elegant;monopoly,game,casino,dinner;;0;Joint Stereo;;MPEG 1 Layer III;246;48000;VBR;ID3v1 ID3v2.3;;55613;Front Cover;image/jpeg;512;512;;smm;,180

Civilization Symphony;Hylst using AI;7 Wonders;2024;grandiose orchestral;;;;108;3,36 MB;4F77ACA1;29/04/2025;08/04/2025;;civilization_symphony.mp3;mp3;Selec AI;musique;grandiose orchestral,108 bpm,powerful brass,lush strings,conveys the epic scale of building wonders and advancing civilizations,instrumental;play,create;7 wonders;;0;Stereo;108;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;52866;Front Cover;image/jpeg;512;512;;s rem;,170

Coffee Or Tea ?;Hylst using AI;Smooth Jazz;2025;smooth jazz;;;;132;4,05 MB;4B3C5874;29/04/2025;19/04/2025;;coffee_or_tea.mp3;mp3;Selec AI;musique;smooth jazz,100 bpm,soft electric piano,gentle bass,delicate brush drums,relaxed and witty,fosters creative thinking and friendly competition;calm,playful,mindful,soft,contemplative;focus,work,think,dance,lounge;;0;Stereo;100;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;33347;Front Cover;image/jpeg;512;512;;sat rem;,150

Colorful Cadence;Hylst using AI;Azul;2025;cheerful jazz;;;;84;2,62 MB;26616D57;29/04/2025;08/04/2025;;colorful_cadence.mp3;mp3;Selec AI;musique;cheerful jazz,92 bpm,bright piano,rhythmic strumming,subtle brass,light and inspiring,evokes visual beauty and calm strategic fun;play,create;azul;;0;Stereo;;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;50325;Front Cover;image/jpeg;512;512;;shg rem;,160

Contagion Cadence;Hylst using AI;Pandemic;2025;dynamic electronic;;;;214;6,57 MB;69895245;29/04/2025;06/04/2025;;contagion_cadence.mp3;mp3;Selec AI;musique;dynamic electronic,128 bpm,driving bass,rhythmic beats,eerie soundscapes,captures urgency and tension of battling a global outbreak,intense atmosphere;stress,dynamic,tense;focus,work,think;;0;Stereo;128;MPEG 1 Layer III;256;44100;CBR;ID3v1 ID3v2.3;;31343;Front Cover;image/jpeg;512;512;;shd remasterised;,170

Cosmic Rave Dream;Hylst using AI;Synthpop;2025;synthpop;;;;162;3,75 MB;340421CC;29/04/2025;10/03/2025;;cosmic_rave_dream.mp3;mp3;Selec AI;musique;synthpop,electro,male vocal,analog synth,arpeggiated chords,hypnotic,bright plucks,laser-like leads,vintage vocoder,sidechain compression,clean digital reverb,retro-futuristic,120bpm;chill;chill;;1;Joint Stereo;;MPEG 1 Layer III;192;48000;CBR;ID3v1 ID3v2.3;;30080;Front Cover;image/jpeg;512;512;eng||moving to the flow##echoes ring, hearts will sing##lost in this delight##together we’re the spark##igniting through the night####[chorus]##we are, we are, we are, the dreamers now##we are, we are, we are, the dreamers now##we are, we are, we are, the dreamers now##we are the dreamers now, let’s go, let’s go##[verse 1]##neon lights, shining bright##in this cosmic rave##retro beats, feel the heat##lose yourself, be brave##hands up high, reach the sky##let the music play##we are the dreamers now##let’s go, let’s go, let’s sway##[chorus]##we are, we are, we are, the dreamers now##we are, we are, we are, the dreamers now##we are, we are, we are, the dreamers now##we are the dreamers now, let’s go, let’s go##[bridge]##in the night, take a flight##lose track of time, feel alive##in the sound, we are found##let the rhythm guide our vibe##[chorus]##we are, we are, we are, the dreamers now##we are, we are, we are, the dreamers now##we are, we are, we are, the dreamers now##we are the dreamers now, let’s go, let’s go;uc3;,140

